Year,Location,Date,Hour,LBank,RBank,Sky,Wind,Precip,Turbidity,Observer,
2020,Newhalen,8-Aug,16,2,14,3,1,0,2,TSRA,
2020,Newhalen,8-Aug,17,28,16,2,0,0,2,TSRA/PG,
2020,Newhalen,8-Aug,18,24,19,2,1,0,2,PG,
2020,Newhalen,8-Aug,19,10,0,2,0,0,2,PG,
2020,Newhalen,8-Aug,20,10,9,1,0,0,2,PG,
2020,Newhalen,8-Aug,21,10,10,1,0,0,2,PG,
2020,Newhalen,8-Aug,22,8,5,2,0,0,2,PG,
2020,Newhalen,8-Aug,23,9,0,2,0,0,2,PG,
2020,Newhalen,9-Aug,0,,,,,,,,No counts
2020,Newhalen,9-Aug,1,,,,,,,,No counts
2020,Newhalen,9-Aug,2,,,,,,,,No counts
2020,Newhalen,9-Aug,3,,,,,,,,No counts
2020,Newhalen,9-Aug,4,5,2,2,1,0,2,SC,
2020,Newhalen,9-Aug,5,2,0,2,0,0,2,SC,
2020,Newhalen,9-Aug,6,11,6,2,0,0,2,SC,
2020,Newhalen,9-Aug,7,44,6,2,0,0,2,SC,
2020,Newhalen,9-Aug,8,7,5,2,1,0,2,SC,
2020,Newhalen,9-Aug,9,9,5,2,0,0,2,SC,
2020,Newhalen,9-Aug,10,5,8,2,0,0,2,SC/TSRA,
2020,Newhalen,9-Aug,11,4,9,2,0,0,2,TSRA,
2020,Newhalen,9-Aug,12,23,5,2,0,0,2,TSRA,
2020,Newhalen,9-Aug,13,3,14,2,0,0,2,TSRA,
2020,Newhalen,9-Aug,14,1,12,2,0,0,2,TSRA,
2020,Newhalen,9-Aug,15,16,2,2,2,0,2,TSRA,
2020,Newhalen,9-Aug,16,7,6,2,0,0,2,TSRA,
2020,Newhalen,9-Aug,17,18,4,2,2,0,2,TSRA/PG,
2020,Newhalen,9-Aug,18,2,17,3,2,0,2,PG,
2020,Newhalen,9-Aug,19,7,18,2,2,0,2,PG,
2020,Newhalen,9-Aug,20,5,1,3,1,0,2,PG,
2020,Newhalen,9-Aug,21,9,6,2,1,0,2,PG,
2020,Newhalen,9-Aug,22,0,1,2,1,0,2,PG,
2020,Newhalen,9-Aug,23,1,0,2,1,0,2,PG,
2020,Newhalen,10-Aug,0,,,,,,,,No counts
2020,Newhalen,10-Aug,1,,,,,,,,No counts
2020,Newhalen,10-Aug,2,,,,,,,,No counts
2020,Newhalen,10-Aug,3,,,,,,,,No counts
2020,Newhalen,10-Aug,4,9,0,2,0,0,2,TSRA,
2020,Newhalen,10-Aug,5,3,10,1,0,0,2,TSRA,
2020,Newhalen,10-Aug,6,6,6,1,0,0,2,TSRA,
2020,Newhalen,10-Aug,7,8,19,2,0,0,2,TSRA,
2020,Newhalen,10-Aug,8,4,5,2,0,0,2,TSRA,
2020,Newhalen,10-Aug,9,8,7,2,0,0,2,TSRA,
2020,Newhalen,10-Aug,10,8,0,2,0,0,2,TSRA/PG,
2020,Newhalen,10-Aug,11,0,8,1,1,0,2,PG,
2020,Newhalen,10-Aug,12,2,4,1,1,0,2,PG,
2020,Newhalen,10-Aug,13,10,4,1,1,0,2,PG,
2020,Newhalen,10-Aug,14,2,3,2,1,0,2,PG,
2020,Newhalen,10-Aug,15,11,11,2,2,0,2,PG,
2020,Newhalen,10-Aug,16,2,4,2,1,0,2,PG,
2020,Newhalen,10-Aug,17,7,10,2,1,0,2,PG/SC,
2020,Newhalen,10-Aug,18,11,15,2,0,0,2,SC,
2020,Newhalen,10-Aug,19,2,4,2,1,0,2,SC,
2020,Newhalen,10-Aug,20,2,4,2,0,0,2,SC,
2020,Newhalen,10-Aug,21,14,9,2,0,0,2,SC,
2020,Newhalen,10-Aug,22,0,13,1,1,0,2,SC,
2020,Newhalen,10-Aug,23,0,0,1,1,0,2,SC,
2020,Newhalen,11-Aug,4,4,2,2,0,0,2,TSRA,
2020,Newhalen,11-Aug,5,3,1,2,0,0,2,TSRA,
2020,Newhalen,11-Aug,6,26,3,2,0,0,2,TSRA,
2020,Newhalen,11-Aug,7,12,0,2,0,0,2,TSRA,
2020,Newhalen,11-Aug,8,3,3,1,0,0,2,TSRA,
2020,Newhalen,11-Aug,9,8,0,1,0,0,2,TSRA,
2020,Newhalen,11-Aug,10,9,0,1,0,0,2,TSRA/PG,
2020,Newhalen,11-Aug,11,3,0,1,0,0,2,PG,
2020,Newhalen,11-Aug,12,2,3,1,0,0,2,PG,
2020,Newhalen,11-Aug,13,2,3,1,0,0,2,PG,
2020,Newhalen,11-Aug,14,0,1,1,1,0,2,PG,
2020,Newhalen,11-Aug,15,4,0,2,1,0,2,PG,
2020,Newhalen,11-Aug,16,13,0,2,1,1,2,PG,
2020,Newhalen,11-Aug,17,17,1,2,0,0,2,PG/SC,
2020,Newhalen,11-Aug,18,17,4,2,0,0,2,SC,
2020,Newhalen,11-Aug,19,3,0,2,1,0,2,SC,
2020,Newhalen,11-Aug,20,1,3,2,2,0,2,SC,
2020,Newhalen,11-Aug,21,4,3,3,1,0,2,SC,
2020,Newhalen,11-Aug,22,5,3,2,1,0,2,SC,
2020,Newhalen,11-Aug,23,0,4,2,1,0,2,SC,
2020,Newhalen,12-Aug,0,,,,,,,,No counts
2020,Newhalen,12-Aug,1,,,,,,,,No counts
2020,Newhalen,12-Aug,2,,,,,,,,No counts
2020,Newhalen,12-Aug,3,,,,,,,,No counts
2020,Newhalen,12-Aug,4,4,3,3,0,0,2,TSRA,
2020,Newhalen,12-Aug,5,0,6,2,0,0,2,TSRA,
2020,Newhalen,12-Aug,6,13,9,2,0,0,2,TSRA,
2020,Newhalen,12-Aug,7,15,0,1,0,0,2,TSRA,
2020,Newhalen,12-Aug,8,10,1,1,0,0,2,TSRA,
2020,Newhalen,12-Aug,9,11,8,1,0,0,2,TSRA,
2020,Newhalen,12-Aug,10,13,2,1,0,0,2,TSRA/PG,
2020,Newhalen,12-Aug,11,8,6,1,0,0,2,PG,
2020,Newhalen,12-Aug,12,6,5,1,0,0,2,PG,
2020,Newhalen,12-Aug,13,4,6,1,0,0,2,PG,
2020,Newhalen,12-Aug,14,4,3,2,0,0,2,PG,
2020,Newhalen,12-Aug,15,2,7,2,1,0,2,PG,
2020,Newhalen,12-Aug,16,1,2,2,1,0,2,PG,
2020,Newhalen,12-Aug,17,6,6,2,0,0,2,PG/SC,
2020,Newhalen,12-Aug,18,1,1,2,2,0,2,SC,
2020,Newhalen,12-Aug,19,3,7,2,1,0,2,SC,
2020,Newhalen,12-Aug,20,2,6,2,1,0,2,SC,
2020,Newhalen,12-Aug,21,3,0,2,1,0,2,SC,
2020,Newhalen,12-Aug,22,0,1,2,0,0,2,SC,
2020,Newhalen,12-Aug,23,2,1,2,0,0,2,SC,
2020,Newhalen,13-Aug,0,,,,,,,,
2020,Newhalen,13-Aug,1,,,,,,,,
2020,Newhalen,13-Aug,2,,,,,,,,
2020,Newhalen,13-Aug,3,,,,,,,,
2020,Newhalen,13-Aug,4,0,0,3,0,0,2,TSRA,
2020,Newhalen,13-Aug,5,0,4,3,0,0,2,TSRA,
2020,Newhalen,13-Aug,6,27,5,1,0,0,2,TSRA,
2020,Newhalen,13-Aug,7,11,3,1,0,0,2,TSRA,
2020,Newhalen,13-Aug,8,7,6,1,0,0,2,TSRA,
2020,Newhalen,13-Aug,9,1,6,1,0,0,2,TSRA,
2020,Newhalen,13-Aug,10,6,3,1,0,0,2,TSRA/PG,
2020,Newhalen,13-Aug,11,1,3,1,0,0,2,PG,
2020,Newhalen,13-Aug,12,5,1,1,0,0,2,PG,
2020,Newhalen,13-Aug,13,5,0,1,0,0,2,PG,
2020,Newhalen,13-Aug,14,0,1,1,1,0,2,PG,
2020,Newhalen,13-Aug,15,10,2,1,1,0,2,PG,
2020,Newhalen,13-Aug,16,9,6,1,1,0,2,PG,
2020,Newhalen,13-Aug,17,6,0,1,1,0,2,PG/SC,
2020,Newhalen,13-Aug,18,5,3,2,2,0,2,SC,
2020,Newhalen,13-Aug,19,1,1,2,2,0,2,SC,
2020,Newhalen,13-Aug,20,1,3,2,1,0,2,SC,
2020,Newhalen,13-Aug,21,8,0,2,2,0,2,SC,
2020,Newhalen,13-Aug,22,3,2,2,1,0,2,SC,
2020,Newhalen,13-Aug,23,8,3,2,0,0,2,SC,
2000,Newhalen,2-Jul,0,,,,,,,,
2000,Newhalen,2-Jul,1,,,,,,,,
2000,Newhalen,2-Jul,2,,,,,,,,
2000,Newhalen,2-Jul,3,,,,,,,,
2000,Newhalen,2-Jul,4,,,,,,,,
2000,Newhalen,2-Jul,5,,,,,,,,
2000,Newhalen,2-Jul,6,,,,,,,,
2000,Newhalen,2-Jul,7,,,,,,,,
2000,Newhalen,2-Jul,8,,,,,,,,
2000,Newhalen,2-Jul,9,,,,,,,,
2000,Newhalen,2-Jul,10,,,,,,,,
2000,Newhalen,2-Jul,11,,,,,,,,
2000,Newhalen,2-Jul,12,,,,,,,,
2000,Newhalen,2-Jul,13,,,,,,,,
2000,Newhalen,2-Jul,14,,,,,,,,
2000,Newhalen,2-Jul,15,,0,,,,,,
2000,Newhalen,2-Jul,16,,0,,,,,,
2000,Newhalen,2-Jul,17,,0,,,,,,
2000,Newhalen,2-Jul,18,,0,,,,,,
2000,Newhalen,2-Jul,19,,,,,,,,
2000,Newhalen,2-Jul,20,,,,,,,,
2000,Newhalen,2-Jul,21,,,,,,,,
2000,Newhalen,2-Jul,22,,,,,,,,
2000,Newhalen,2-Jul,23,,,,,,,,
2000,Newhalen,3-Jul,0,,,,,,,,
2000,Newhalen,3-Jul,1,,,,,,,,
2000,Newhalen,3-Jul,2,,,,,,,,
2000,Newhalen,3-Jul,3,,,,,,,,
2000,Newhalen,3-Jul,4,,,,,,,,
2000,Newhalen,3-Jul,5,,,,,,,,
2000,Newhalen,3-Jul,6,,,,,,,,
2000,Newhalen,3-Jul,7,,,,,,,,
2000,Newhalen,3-Jul,8,,,,,,,,
2000,Newhalen,3-Jul,9,,,,,,,,
2000,Newhalen,3-Jul,10,,,,,,,,
2000,Newhalen,3-Jul,11,,,,,,,,
2000,Newhalen,3-Jul,12,,,,,,,,
2000,Newhalen,3-Jul,13,,,,,,,,
2000,Newhalen,3-Jul,14,,,,,,,,
2000,Newhalen,3-Jul,15,,,,,,,,
2000,Newhalen,3-Jul,16,0,0,,,,,,
2000,Newhalen,3-Jul,17,6,0,,,,,,
2000,Newhalen,3-Jul,18,12,0,,,,,,
2000,Newhalen,3-Jul,19,0,0,,,,,,
2000,Newhalen,3-Jul,20,0,0,,,,,,
2000,Newhalen,3-Jul,21,0,0,,,,,,
2000,Newhalen,3-Jul,22,0,,,,,,,
2000,Newhalen,3-Jul,23,,,,,,,,
2000,Newhalen,4-Jul,0,,,,,,,,
2000,Newhalen,4-Jul,1,,,,,,,,
2000,Newhalen,4-Jul,2,,,,,,,,
2000,Newhalen,4-Jul,3,,,,,,,,
2000,Newhalen,4-Jul,4,0,0,,,,,,
2000,Newhalen,4-Jul,5,0,0,,,,,,
2000,Newhalen,4-Jul,6,0,0,,,,,,
2000,Newhalen,4-Jul,7,0,0,,,,,,
2000,Newhalen,4-Jul,8,0,0,,,,,,
2000,Newhalen,4-Jul,9,,2,,,,,,
2000,Newhalen,4-Jul,10,,0,,,,,,
2000,Newhalen,4-Jul,11,,0,,,,,,
2000,Newhalen,4-Jul,12,0,0,,,,,,
2000,Newhalen,4-Jul,13,11,0,,,,,,
2000,Newhalen,4-Jul,14,0,0,,,,,,
2000,Newhalen,4-Jul,15,5,0,,,,,,
2000,Newhalen,4-Jul,16,0,0,,,,,,
2000,Newhalen,4-Jul,17,7,0,,,,,,
2000,Newhalen,4-Jul,18,13,0,,,,,,
2000,Newhalen,4-Jul,19,0,0,,,,,,
2000,Newhalen,4-Jul,20,,,,,,,,
2000,Newhalen,4-Jul,21,,,,,,,,
2000,Newhalen,4-Jul,22,,,,,,,,
2000,Newhalen,4-Jul,23,,,,,,,,
2000,Newhalen,5-Jul,0,,,,,,,,
2000,Newhalen,5-Jul,1,,,,,,,,
2000,Newhalen,5-Jul,2,,,,,,,,
2000,Newhalen,5-Jul,3,,,,,,,,
2000,Newhalen,5-Jul,4,0,0,,,,,,
2000,Newhalen,5-Jul,5,0,0,,,,,,
2000,Newhalen,5-Jul,6,0,0,,,,,,
2000,Newhalen,5-Jul,7,0,4,,,,,,
2000,Newhalen,5-Jul,8,4,0,,,,,,
2000,Newhalen,5-Jul,9,0,0,,,,,,
2000,Newhalen,5-Jul,10,0,0,,,,,,
2000,Newhalen,5-Jul,11,1,0,,,,,,
2000,Newhalen,5-Jul,12,0,0,,,,,,
2000,Newhalen,5-Jul,13,0,0,,,,,,
2000,Newhalen,5-Jul,14,0,0,,,,,,
2000,Newhalen,5-Jul,15,0,4,,,,,,
2000,Newhalen,5-Jul,16,3,5,,,,,,
2000,Newhalen,5-Jul,17,15,1,,,,,,
2000,Newhalen,5-Jul,18,6,0,,,,,,
2000,Newhalen,5-Jul,19,0,0,,,,,,
2000,Newhalen,5-Jul,20,28,0,,,,,,
2000,Newhalen,5-Jul,21,24,0,,,,,,
2000,Newhalen,5-Jul,22,20,0,,,,,,
2000,Newhalen,5-Jul,23,19,0,,,,,,
2000,Newhalen,6-Jul,0,,,,,,,,
2000,Newhalen,6-Jul,1,,,,,,,,
2000,Newhalen,6-Jul,2,,,,,,,,
2000,Newhalen,6-Jul,3,,,,,,,,
2000,Newhalen,6-Jul,4,16,0,,,,,,
2000,Newhalen,6-Jul,5,6,0,,,,,,
2000,Newhalen,6-Jul,6,0,0,,,,,,
2000,Newhalen,6-Jul,7,22,0,,,,,,
2000,Newhalen,6-Jul,8,12,0,,,,,,
2000,Newhalen,6-Jul,9,32,0,,,,,,
2000,Newhalen,6-Jul,10,0,0,,,,,,
2000,Newhalen,6-Jul,11,5,0,,,,,,
2000,Newhalen,6-Jul,12,6,0,,,,,,
2000,Newhalen,6-Jul,13,3,0,,,,,,
2000,Newhalen,6-Jul,14,65,0,,,,,,
2000,Newhalen,6-Jul,15,35,0,,,,,,
2000,Newhalen,6-Jul,16,16,0,,,,,,
2000,Newhalen,6-Jul,17,11,0,,,,,,
2000,Newhalen,6-Jul,18,14,0,,,,,,
2000,Newhalen,6-Jul,19,6,0,,,,,,
2000,Newhalen,6-Jul,20,60,0,,,,,,
2000,Newhalen,6-Jul,21,94,0,,,,,,
2000,Newhalen,6-Jul,22,0,0,,,,,,
2000,Newhalen,6-Jul,23,0,0,,,,,,
2000,Newhalen,7-Jul,0,,,,,,,,
2000,Newhalen,7-Jul,1,,,,,,,,
2000,Newhalen,7-Jul,2,,,,,,,,
2000,Newhalen,7-Jul,3,,,,,,,,
2000,Newhalen,7-Jul,4,0,0,,,,,,
2000,Newhalen,7-Jul,5,12,0,,,,,,
2000,Newhalen,7-Jul,6,6,0,,,,,,
2000,Newhalen,7-Jul,7,18,0,,,,,,
2000,Newhalen,7-Jul,8,3,0,,,,,,
2000,Newhalen,7-Jul,9,41,0,,,,,,
2000,Newhalen,7-Jul,10,16,0,,,,,,
2000,Newhalen,7-Jul,11,12,0,,,,,,
2000,Newhalen,7-Jul,12,0,0,,,,,,
2000,Newhalen,7-Jul,13,0,0,,,,,,
2000,Newhalen,7-Jul,14,0,0,,,,,,
2000,Newhalen,7-Jul,15,6,0,,,,,,
2000,Newhalen,7-Jul,16,12,0,,,,,,
2000,Newhalen,7-Jul,17,10,0,,,,,,
2000,Newhalen,7-Jul,18,32,0,,,,,,
2000,Newhalen,7-Jul,19,18,0,,,,,,
2000,Newhalen,7-Jul,20,2,0,,,,,,
2000,Newhalen,7-Jul,21,48,0,,,,,,
2000,Newhalen,7-Jul,22,9,0,,,,,,
2000,Newhalen,7-Jul,23,6,0,,,,,,
2000,Newhalen,8-Jul,0,,,,,,,,
2000,Newhalen,8-Jul,1,,,,,,,,
2000,Newhalen,8-Jul,2,,,,,,,,
2000,Newhalen,8-Jul,3,,,,,,,,
2000,Newhalen,8-Jul,4,11,0,,,,,,
2000,Newhalen,8-Jul,5,20,0,,,,,,
2000,Newhalen,8-Jul,6,8,0,,,,,,
2000,Newhalen,8-Jul,7,56,0,,,,,,
2000,Newhalen,8-Jul,8,46,0,,,,,,
2000,Newhalen,8-Jul,9,28,0,,,,,,
2000,Newhalen,8-Jul,10,18,8,,,,,,
2000,Newhalen,8-Jul,11,0,0,,,,,,
2000,Newhalen,8-Jul,12,13,0,,,,,,
2000,Newhalen,8-Jul,13,7,0,,,,,,
2000,Newhalen,8-Jul,14,5,0,,,,,,
2000,Newhalen,8-Jul,15,0,0,,,,,,
2000,Newhalen,8-Jul,16,22,0,,,,,,
2000,Newhalen,8-Jul,17,48,0,,,,,,
2000,Newhalen,8-Jul,18,55,1,,,,,,
2000,Newhalen,8-Jul,19,51,0,,,,,,
2000,Newhalen,8-Jul,20,7,0,,,,,,
2000,Newhalen,8-Jul,21,60,0,,,,,,
2000,Newhalen,8-Jul,22,26,0,,,,,,
2000,Newhalen,8-Jul,23,0,0,,,,,,
2000,Newhalen,9-Jul,0,,,,,,,,
2000,Newhalen,9-Jul,1,,,,,,,,
2000,Newhalen,9-Jul,2,,,,,,,,
2000,Newhalen,9-Jul,3,,,,,,,,
2000,Newhalen,9-Jul,4,0,0,,,,,,
2000,Newhalen,9-Jul,5,12,0,,,,,,
2000,Newhalen,9-Jul,6,1,0,,,,,,
2000,Newhalen,9-Jul,7,31,0,,,,,,
2000,Newhalen,9-Jul,8,19,0,,,,,,
2000,Newhalen,9-Jul,9,4,0,,,,,,
2000,Newhalen,9-Jul,10,0,0,,,,,,
2000,Newhalen,9-Jul,11,3,0,,,,,,
2000,Newhalen,9-Jul,12,4,0,,,,,,
2000,Newhalen,9-Jul,13,11,0,,,,,,
2000,Newhalen,9-Jul,14,11,0,,,,,,
2000,Newhalen,9-Jul,15,13,0,,,,,,
2000,Newhalen,9-Jul,16,10,1,,,,,,
2000,Newhalen,9-Jul,17,12,0,,,,,,
2000,Newhalen,9-Jul,18,28,0,,,,,,
2000,Newhalen,9-Jul,19,19,0,,,,,,
2000,Newhalen,9-Jul,20,36,0,,,,,,
2000,Newhalen,9-Jul,21,44,0,,,,,,
2000,Newhalen,9-Jul,22,9,0,,,,,,
2000,Newhalen,9-Jul,23,4,0,,,,,,
2000,Newhalen,10-Jul,0,,,,,,,,
2000,Newhalen,10-Jul,1,,,,,,,,
2000,Newhalen,10-Jul,2,,,,,,,,
2000,Newhalen,10-Jul,3,,,,,,,,
2000,Newhalen,10-Jul,4,47,0,,,,,,
2000,Newhalen,10-Jul,5,9,0,,,,,,
2000,Newhalen,10-Jul,6,20,0,,,,,,
2000,Newhalen,10-Jul,7,2,0,,,,,,
2000,Newhalen,10-Jul,8,3,1,,,,,,
2000,Newhalen,10-Jul,9,33,0,,,,,,
2000,Newhalen,10-Jul,10,20,0,,,,,,
2000,Newhalen,10-Jul,11,0,0,,,,,,
2000,Newhalen,10-Jul,12,6,0,,,,,,
2000,Newhalen,10-Jul,13,4,0,,,,,,
2000,Newhalen,10-Jul,14,0,0,,,,,,
2000,Newhalen,10-Jul,15,0,0,,,,,,
2000,Newhalen,10-Jul,16,0,0,,,,,,
2000,Newhalen,10-Jul,17,0,0,,,,,,
2000,Newhalen,10-Jul,18,11,0,,,,,,
2000,Newhalen,10-Jul,19,15,0,,,,,,
2000,Newhalen,10-Jul,20,3,0,,,,,,
2000,Newhalen,10-Jul,21,15,0,,,,,,
2000,Newhalen,10-Jul,22,0,0,,,,,,
2000,Newhalen,10-Jul,23,27,1,,,,,,
2000,Newhalen,11-Jul,0,,,,,,,,
2000,Newhalen,11-Jul,1,,,,,,,,
2000,Newhalen,11-Jul,2,,,,,,,,
2000,Newhalen,11-Jul,3,,,,,,,,
2000,Newhalen,11-Jul,4,0,0,,,,,,
2000,Newhalen,11-Jul,5,121,0,,,,,,
2000,Newhalen,11-Jul,6,7,0,,,,,,
2000,Newhalen,11-Jul,7,0,0,,,,,,
2000,Newhalen,11-Jul,8,29,0,,,,,,
2000,Newhalen,11-Jul,9,1,0,,,,,,
2000,Newhalen,11-Jul,10,0,0,,,,,,
2000,Newhalen,11-Jul,11,21,0,,,,,,
2000,Newhalen,11-Jul,12,54,0,,,,,,
2000,Newhalen,11-Jul,13,3,0,,,,,,
2000,Newhalen,11-Jul,14,1,44,,,,,,
2000,Newhalen,11-Jul,15,0,9,,,,,,
2000,Newhalen,11-Jul,16,5,0,,,,,,
2000,Newhalen,11-Jul,17,6,15,,,,,,
2000,Newhalen,11-Jul,18,26,8,,,,,,
2000,Newhalen,11-Jul,19,21,0,,,,,,
2000,Newhalen,11-Jul,20,9,0,,,,,,
2000,Newhalen,11-Jul,21,154,0,,,,,,
2000,Newhalen,11-Jul,22,22,0,,,,,,
2000,Newhalen,11-Jul,23,24,0,,,,,,
2000,Newhalen,12-Jul,0,,,,,,,,
2000,Newhalen,12-Jul,1,,,,,,,,
2000,Newhalen,12-Jul,2,,,,,,,,
2000,Newhalen,12-Jul,3,,,,,,,,
2000,Newhalen,12-Jul,4,32,1,,,,,,
2000,Newhalen,12-Jul,5,51,1,,,,,,
2000,Newhalen,12-Jul,6,174,0,,,,,,
2000,Newhalen,12-Jul,7,109,0,,,,,,
2000,Newhalen,12-Jul,8,124,0,,,,,,
2000,Newhalen,12-Jul,9,155,0,,,,,,
2000,Newhalen,12-Jul,10,79,0,,,,,,
2000,Newhalen,12-Jul,11,68,0,,,,,,
2000,Newhalen,12-Jul,12,70,0,,,,,,
2000,Newhalen,12-Jul,13,9,0,,,,,,
2000,Newhalen,12-Jul,14,69,0,,,,,,
2000,Newhalen,12-Jul,15,8,0,,,,,,
2000,Newhalen,12-Jul,16,68,0,,,,,,
2000,Newhalen,12-Jul,17,8,1,,,,,,
2000,Newhalen,12-Jul,18,45,0,,,,,,
2000,Newhalen,12-Jul,19,65,0,,,,,,
2000,Newhalen,12-Jul,20,1,0,,,,,,
2000,Newhalen,12-Jul,21,7,0,,,,,,
2000,Newhalen,12-Jul,22,59,0,,,,,,
2000,Newhalen,12-Jul,23,14,0,,,,,,
2000,Newhalen,13-Jul,0,,,,,,,,
2000,Newhalen,13-Jul,1,,,,,,,,
2000,Newhalen,13-Jul,2,,,,,,,,
2000,Newhalen,13-Jul,3,,,,,,,,
2000,Newhalen,13-Jul,4,58,0,,,,,,
2000,Newhalen,13-Jul,5,117,0,,,,,,
2000,Newhalen,13-Jul,6,140,0,,,,,,
2000,Newhalen,13-Jul,7,63,0,,,,,,
2000,Newhalen,13-Jul,8,254,0,,,,,,
2000,Newhalen,13-Jul,9,47,0,,,,,,
2000,Newhalen,13-Jul,10,104,0,,,,,,
2000,Newhalen,13-Jul,11,90,0,,,,,,
2000,Newhalen,13-Jul,12,228,0,,,,,,
2000,Newhalen,13-Jul,13,263,0,,,,,,
2000,Newhalen,13-Jul,14,47,0,,,,,,
2000,Newhalen,13-Jul,15,153,0,,,,,,
2000,Newhalen,13-Jul,16,173,0,,,,,,
2000,Newhalen,13-Jul,17,57,0,,,,,,
2000,Newhalen,13-Jul,18,30,0,,,,,,
2000,Newhalen,13-Jul,19,63,0,,,,,,
2000,Newhalen,13-Jul,20,173,0,,,,,,
2000,Newhalen,13-Jul,21,66,0,,,,,,
2000,Newhalen,13-Jul,22,0,0,,,,,,
2000,Newhalen,13-Jul,23,42,0,,,,,,
2000,Newhalen,14-Jul,0,,,,,,,,
2000,Newhalen,14-Jul,1,,,,,,,,
2000,Newhalen,14-Jul,2,,,,,,,,
2000,Newhalen,14-Jul,3,,,,,,,,
2000,Newhalen,14-Jul,4,8,0,,,,,,
2000,Newhalen,14-Jul,5,78,0,,,,,,
2000,Newhalen,14-Jul,6,107,0,,,,,,
2000,Newhalen,14-Jul,7,18,0,,,,,,
2000,Newhalen,14-Jul,8,96,0,,,,,,
2000,Newhalen,14-Jul,9,101,0,,,,,,
2000,Newhalen,14-Jul,10,48,0,,,,,,
2000,Newhalen,14-Jul,11,67,0,,,,,,
2000,Newhalen,14-Jul,12,38,0,,,,,,
2000,Newhalen,14-Jul,13,67,-1,,,,,,
2000,Newhalen,14-Jul,14,88,0,,,,,,
2000,Newhalen,14-Jul,15,141,0,,,,,,
2000,Newhalen,14-Jul,16,26,0,,,,,,
2000,Newhalen,14-Jul,17,48,0,,,,,,
2000,Newhalen,14-Jul,18,103,15,,,,,,
2000,Newhalen,14-Jul,19,28,1,,,,,,
2000,Newhalen,14-Jul,20,36,0,,,,,,
2000,Newhalen,14-Jul,21,36,0,,,,,,
2000,Newhalen,14-Jul,22,4,0,,,,,,
2000,Newhalen,14-Jul,23,6,0,,,,,,
2000,Newhalen,15-Jul,0,,,,,,,,
2000,Newhalen,15-Jul,1,,,,,,,,
2000,Newhalen,15-Jul,2,,,,,,,,
2000,Newhalen,15-Jul,3,,,,,,,,
2000,Newhalen,15-Jul,4,3,0,,,,,,
2000,Newhalen,15-Jul,5,8,3,,,,,,
2000,Newhalen,15-Jul,6,18,0,,,,,,
2000,Newhalen,15-Jul,7,37,8,,,,,,
2000,Newhalen,15-Jul,8,25,13,,,,,,
2000,Newhalen,15-Jul,9,53,0,,,,,,
2000,Newhalen,15-Jul,10,27,0,,,,,,
2000,Newhalen,15-Jul,11,4,2,,,,,,
2000,Newhalen,15-Jul,12,82,21,,,,,,
2000,Newhalen,15-Jul,13,58,11,,,,,,
2000,Newhalen,15-Jul,14,46,1,,,,,,
2000,Newhalen,15-Jul,15,9,35,,,,,,
2000,Newhalen,15-Jul,16,12,28,,,,,,
2000,Newhalen,15-Jul,17,13,10,,,,,,
2000,Newhalen,15-Jul,18,24,3,,,,,,
2000,Newhalen,15-Jul,19,5,8,,,,,,
2000,Newhalen,15-Jul,20,6,0,,,,,,
2000,Newhalen,15-Jul,21,13,0,,,,,,
2000,Newhalen,15-Jul,22,6,0,,,,,,
2000,Newhalen,15-Jul,23,4,0,,,,,,
2000,Newhalen,16-Jul,0,,,,,,,,
2000,Newhalen,16-Jul,1,,,,,,,,
2000,Newhalen,16-Jul,2,,,,,,,,
2000,Newhalen,16-Jul,3,,,,,,,,
2000,Newhalen,16-Jul,4,0,0,,,,,,
2000,Newhalen,16-Jul,5,51,5,,,,,,
2000,Newhalen,16-Jul,6,13,0,,,,,,
2000,Newhalen,16-Jul,7,0,0,,,,,,
2000,Newhalen,16-Jul,8,53,1,,,,,,
2000,Newhalen,16-Jul,9,30,0,,,,,,
2000,Newhalen,16-Jul,10,54,0,,,,,,
2000,Newhalen,16-Jul,11,78,2,,,,,,
2000,Newhalen,16-Jul,12,0,0,,,,,,
2000,Newhalen,16-Jul,13,82,0,,,,,,
2000,Newhalen,16-Jul,14,246,0,,,,,,
2000,Newhalen,16-Jul,15,79,0,,,,,,
2000,Newhalen,16-Jul,16,49,2,,,,,,
2000,Newhalen,16-Jul,17,81,0,,,,,,
2000,Newhalen,16-Jul,18,10,0,,,,,,
2000,Newhalen,16-Jul,19,115,0,,,,,,
2000,Newhalen,16-Jul,20,49,0,,,,,,
2000,Newhalen,16-Jul,21,50,0,,,,,,
2000,Newhalen,16-Jul,22,83,0,,,,,,
2000,Newhalen,16-Jul,23,91,0,,,,,,
2000,Newhalen,17-Jul,0,,,,,,,,
2000,Newhalen,17-Jul,1,,,,,,,,
2000,Newhalen,17-Jul,2,,,,,,,,
2000,Newhalen,17-Jul,3,,,,,,,,
2000,Newhalen,17-Jul,4,11,0,,,,,,
2000,Newhalen,17-Jul,5,17,0,,,,,,
2000,Newhalen,17-Jul,6,29,0,,,,,,
2000,Newhalen,17-Jul,7,27,0,,,,,,
2000,Newhalen,17-Jul,8,0,0,,,,,,
2000,Newhalen,17-Jul,9,30,0,,,,,,
2000,Newhalen,17-Jul,10,47,0,,,,,,
2000,Newhalen,17-Jul,11,34,0,,,,,,
